user_id,nickname,user_real_nickname,start_date,sum_reply,sum_son_reply,sum_emotion,recent_n_reply,recent_n_deleted,recent_n_emotion,recent_rate_emotion,recent_rate_self_delete,total_reply,heavy
1Qz69,best****,arnold,2006-08-14,"5,057",5,23930,87,0,326,88%,0%,5062,0.0
17MBs,joko****,호박,2014-12-05,"19,084",698,92377,301,3,"1,126",67%,1%,19782,1.0
2mKMI,carr****,보라당근,2006-06-03,"1,862","1,080",14144,59,0,68,81%,0%,2942,0.0
1tO2f,acri****,천원,2009-02-16,707,23,2625,7,0,15,88%,0%,730,0.0
5qRMu,abcd****,abc,2014-08-14,166,19,973,1,0,3,75%,0%,185,0.0
1uANg,kis0****,성실판매자,2007-06-24,745,348,4261,0,0,0,0%,0%,1093,0.0
2E3ng,roth****,rot,2019-09-02,"4,014",27,13495,101,0,515,85%,0%,4041,0.0
1RaLM,ddd2****,jade,2010-03-09,"3,026",61,51572,126,3,382,87%,2%,3087,0.0
3HoPS,nice****,nicekhg2152,2017-08-19,267,1,820,0,0,0,0%,0%,268,0.0
8u89x,oksh****,OKS,2016-07-30,"1,054",11,5087,127,58,268,79%,46%,1065,0.0
2TDDl,jsd0****,jsd0523,2007-07-13,"5,357",79,36770,114,0,456,90%,0%,5436,0.0
47YQY,simo****,hi,2014-02-04,"4,670",24,23441,74,0,283,88%,0%,4694,0.0
22fRy,qkrs****,박대감,2008-06-19,"9,538",125,88057,137,0,711,67%,0%,9663,1.0
56nfP,damd****,dam,2018-04-26,"5,388",216,17320,79,0,127,85%,0%,5604,0.0
8wxD5,mana****,박영수,2017-03-28,"4,845","2,392",30263,0,0,0,0%,0%,7237,0.0
1DRNo,dldl****,치악산,2016-04-27,336,22,592,60,0,52,67%,0%,358,0.0
1Lm0K,dnjs****,스카이,2006-10-19,"6,211",147,39447,254,2,477,80%,1%,6358,0.0
5E6ps,rhrk****,rhr,2014-07-23,627,1,1182,40,0,66,62%,0%,628,0.0
3iu7g,imhu****,그랑드,2017-09-18,"7,981",825,69728,123,0,877,86%,0%,8806,0.0
39XTc,mind****,Backing,2007-07-14,"2,615",39,5136,89,1,117,63%,1%,2654,0.0
2qkun,jmkt****,jmk,2019-09-02,"1,169",292,4091,34,0,77,61%,0%,1461,0.0
fCH9,dbqh****,대한민국 회복하자,2012-06-08,"10,671","2,289",56155,194,0,588,68%,0%,12960,1.0
a2mWc,yoaf****,LFM,2017-09-25,"5,945",651,24363,119,0,307,78%,0%,6596,0.0
CCmm,medi****,손흥민짱,2006-11-17,"2,023",591,14754,33,0,80,89%,0%,2614,0.0
OJ5y,rndq****,하면되고안하면안되고,2006-12-16,"1,447",303,8664,33,1,91,83%,3%,1750,0.0
35rrv,khl3****,03578,2014-04-07,"7,741",277,122526,357,2,"1,647",90%,1%,8018,0.0
2Uqm8,sj57****,풍경소리,2016-07-22,"1,258",29,7436,29,4,88,72%,14%,1287,0.0
21zKn,07km****,리틀보이,2013-08-14,"6,220",778,38650,21,0,88,87%,0%,6998,0.0
2u4S6,cell****,cellocello1,2012-04-09,252,209,904,4,0,35,95%,0%,461,0.0
auGp7,kjc8****,kjc,2021-01-01,374,5,1082,6,0,1,100%,0%,379,0.0
I5G8,ksc4****,장금이,2006-12-01,"16,800",258,112188,127,2,371,91%,2%,17058,1.0
1FwGi,yong****,yong0976,2019-08-25,250,0,1218,0,0,0,0%,0%,250,0.0
1zdW6,wans****,에필로그,2016-10-11,"10,003","1,731",108896,141,0,"1,402",68%,0%,11734,1.0
a62Pf,jdj7****,jdj,2017-10-07,"5,755",250,29687,61,9,118,67%,15%,6005,0.0
7Uota,good****,James,2016-11-27,913,168,3282,16,0,23,96%,0%,1081,0.0
6KJRq,shmo****,뽀빠이,2017-07-06,"1,371",1,2621,47,0,61,69%,0%,1372,0.0
2YOsC,keai****,서희준,2020-07-16,392,153,4099,26,0,82,69%,0%,545,0.0
356tC,skyt****,Macadamia,2013-01-21,"2,320",325,17336,30,1,75,81%,3%,2645,0.0
d5Y4o,bopo****,bop,2020-12-01,80,9,277,0,0,0,0%,0%,89,0.0
1wbxR,clfr****,좋은날,2006-08-11,740,125,907,31,0,21,64%,0%,865,0.0
4MvF0,ps45****,ps4,2014-06-26,372,9,1713,56,8,655,92%,14%,381,0.0
ppZo,voic****,비인부전,2006-06-05,"5,662",201,12974,2,0,4,100%,0%,5863,0.0
35LZW,ha42****,모닝듀,2012-09-11,"17,132",721,118043,148,0,703,91%,0%,17853,1.0
KqJ4,zmot****,리아나,2006-06-26,"5,229",582,25329,142,0,409,81%,0%,5811,0.0
8BxL8,lkh4****,lkh,2020-02-28,762,4,581,0,0,0,0%,0%,766,0.0
igEs,wooy****,클린액티비티,2006-12-02,4,2,4,0,0,0,0%,0%,6,0.0
1nX1l,chul****,chu,2016-11-22,"1,444",3,3686,25,0,49,88%,0%,1447,0.0
hKI,krhz****,krhzzang,2006-12-07,217,218,607,7,0,4,100%,0%,435,0.0
3kH7i,losi****,건빵과별사탕,2022-01-30,639,73,2448,52,3,91,83%,6%,712,0.0
3Sgyc,asy1****,asy,2014-05-01,919,406,3160,16,1,10,63%,6%,1325,0.0
2lDWV,hb2m****,동그리,2012-05-17,128,6,1304,0,0,0,0%,0%,134,0.0
caGhv,smil****,smi,2019-10-05,"2,120",0,20499,99,0,226,64%,0%,2120,0.0
3VrFO,seo_****,서경원,2015-07-06,"3,077",703,29219,20,0,2,100%,0%,3780,0.0
2W1KY,kimk****,kimkdy147,2016-11-07,"5,728",24,17431,126,0,220,68%,0%,5752,0.0
aSAHd,qkrg****,qkr,2018-07-31,"3,399",139,31891,0,0,0,0%,0%,3538,0.0
1ZtPg,risk****,ris,2016-04-04,772,10,2183,34,0,69,92%,0%,782,0.0
1s8ZP,seun****,맥가이버,2014-07-19,"2,258","4,296",23855,100,0,111,76%,0%,6554,0.0
3nF80,alib****,뎅뎅,2010-12-08,"4,549",765,8844,158,3,319,88%,2%,5314,0.0
1FxZ2,kimk****,kimkwon02,2012-08-13,"2,035","1,184",10266,42,0,127,87%,0%,3219,0.0
4KwGc,yykr****,불방망이,2012-05-12,"5,877",267,26315,172,0,402,79%,0%,6144,0.0
68ImQ,mpla****,엠플랜건축,2016-05-02,"1,326",0,5380,14,0,11,61%,0%,1326,0.0
206iY,dosa****,Dosa,2014-06-02,"8,982",454,145353,204,0,"2,056",71%,0%,9436,1.0
51X53,hkah****,energy7,2014-01-20,92,4,334,0,0,0,0%,0%,96,0.0
amQ5H,cr26****,cr2,2018-02-03,"3,261",0,7817,146,0,248,65%,0%,3261,0.0
6Tjhc,nw45****,대한,2017-04-23,"7,212",39,30714,306,0,"1,265",77%,0%,7251,0.0
5EHHv,lani****,lan,2018-08-06,636,181,2591,0,0,0,0%,0%,817,0.0
1ovbb,enie****,보고있다,2019-05-22,250,0,684,29,2,98,84%,7%,250,0.0
3700y,limm****,limmlimm123,2012-06-01,"13,194","2,927",96433,352,3,"1,553",70%,1%,16121,1.0
2s818,ina1****,start,2008-02-24,"4,833",704,23253,119,9,532,84%,8%,5537,0.0
2alJJ,hea1****,육아 길잡이,2007-12-09,"1,123",43,4172,72,0,188,88%,0%,1166,0.0
4f2C6,yski****,고원,2013-03-06,"2,087",285,13202,57,2,178,93%,4%,2372,0.0
1UWht,doko****,호수,2006-04-07,"20,201","2,852",85798,205,9,231,87%,4%,23053,1.0
1UUkJ,mix2****,바리게이트,2006-10-15,747,404,6700,8,0,35,88%,0%,1151,0.0
srge,kim1****,kim,2016-03-30,"6,470",456,19634,56,1,42,76%,2%,6926,0.0
1pqjv,idrh****,광이희재,2006-08-12,"20,431",317,315639,180,0,"3,074",91%,0%,20748,1.0
2GTgP,omj2****,omj,2016-12-18,600,21,5024,35,5,197,96%,14%,621,0.0
Zqnl,inno****,강산,2007-01-25,441,18,1567,0,0,0,0%,0%,459,0.0
1PPIy,hp24****,떠버리아빠,2006-05-23,"2,981",67,14499,84,0,370,91%,0%,3048,0.0
2IFmz,jchw****,jch,2016-02-22,"1,069",86,7402,12,1,14,67%,8%,1155,0.0
47Ax2,cyle****,산수풍운,2016-09-18,"10,594",7,39914,95,0,143,78%,0%,10601,1.0
1Clbz,dlad****,expertized,2007-12-13,220,198,2126,0,0,0,0%,0%,418,0.0
WwDA,kumc****,Jacob,2012-12-14,224,0,606,2,0,1,100%,0%,224,0.0
2aF4k,lsb5****,대현,2006-04-10,"8,122","1,580",57698,144,0,"1,066",80%,0%,9702,1.0
5IhON,pdst****,pds,2020-02-27,809,776,8121,0,0,0,0%,0%,1585,0.0
56ZFd,seun****,봉수산산장,2021-08-22,155,0,270,12,0,24,69%,0%,155,0.0
6Ex4m,duds****,dud,2016-04-25,"2,645",80,9168,32,0,44,90%,0%,2725,0.0
48uU2,kool****,koo,2020-01-10,"2,452",36,23345,310,8,"2,106",86%,3%,2488,0.0
nzUK,jn26****,jhi43cf,2010-12-13,850,105,8134,0,0,0,0%,0%,955,0.0
2XfxK,alit****,시모나,2013-05-11,"8,556","1,573",52116,205,1,714,89%,0%,10129,1.0
3Kh5K,tlfm****,일사천리,2019-10-07,"2,566",421,25003,47,1,104,46%,2%,2987,0.0
2sXeg,lach****,워싱턴주케이마스,2017-01-28,230,26,427,0,0,0,0%,0%,256,0.0
aEjIi,tige****,tig,2018-04-14,"7,269",37,18863,174,3,347,84%,2%,7306,0.0
6ErYJ,mapl****,map,2015-12-23,533,0,2170,1,0,0,0%,0%,533,0.0
2bKed,acer****,올바로 경기,2008-10-30,382,87,3196,14,5,2,50%,36%,469,0.0
2UReX,gg18****,gg1812,2014-10-28,291,285,2158,12,1,20,51%,8%,576,0.0
48h3h,k314****,마바라김,2020-10-06,738,45,1809,0,0,0,0%,0%,783,0.0
7mmTa,lgt8****,lgt,2015-08-28,"1,744",107,5786,38,2,146,87%,5%,1851,0.0
2tz8Y,lotu****,lot,2013-08-21,"1,720",52,4035,76,2,131,68%,3%,1772,0.0
B0rr,rgo5****,아직도,2006-06-22,"1,285",406,11193,14,0,56,92%,0%,1691,0.0
cnTmB,leew****,왜 나만 갖고 그래,2022-02-03,473,72,988,0,0,0,0%,0%,545,0.0
DbJn,7man****,7ma,2015-06-02,769,95,6997,60,0,271,88%,0%,864,0.0
3zTzL,yhji****,여행작가,2008-08-27,"2,357",10,6535,0,0,0,0%,0%,2367,0.0
22sy7,ghkd****,ghkdckddh,2019-03-26,"3,108",2,15928,3,0,24,100%,0%,3110,0.0
2DQke,yeh8****,yeh,2016-07-11,"3,542",291,9006,69,0,111,67%,0%,3833,0.0
2Eqfy,wasw****,유아독존,2013-01-16,"8,457",339,73302,64,6,347,91%,9%,8796,0.0
5LkHw,kiss****,kis,2016-07-04,"1,995",13,6014,46,0,193,78%,0%,2008,0.0
2DB7i,goja****,gojang03,2007-10-11,"3,174",424,7969,92,0,227,76%,0%,3598,0.0
22vEI,hkgb****,굳맨,2013-09-02,213,3,584,8,0,6,75%,0%,216,0.0
3SQX6,s581****,모라모라,2012-07-24,"1,570",602,9422,18,0,145,91%,0%,2172,0.0
1DkPd,sdch****,석동지기,2006-06-03,"1,300",85,6798,7,0,23,85%,0%,1385,0.0
69cHz,lexu****,좌파박멸,2014-02-28,"5,621",570,24431,78,3,184,90%,4%,6191,0.0
503xy,occ2****,허당,2015-09-14,"6,157","1,135",21425,289,14,"1,337",74%,5%,7292,0.0
3odCK,yds8****,yds,2008-09-26,"2,219","6,366",23534,121,0,169,46%,0%,8585,0.0
3djYN,ccc9****,서기,2014-12-21,"4,854","1,171",32691,68,0,204,71%,0%,6025,0.0
2xBlg,tlqk****,고구마,2008-05-21,"3,497",348,37999,85,0,445,81%,0%,3845,0.0
2kPAT,auto****,파란하늘,2007-05-28,"9,111",801,38567,196,2,90,54%,1%,9912,1.0
70O8m,aty5****,aty,2020-02-02,"1,494",59,6453,75,2,196,63%,3%,1553,0.0
177Tv,seun****,유심유연,2017-05-01,"6,131",45,9789,137,0,251,83%,0%,6176,0.0
szRO,hkk3****,hkk,2007-04-09,748,1,1440,37,0,36,62%,0%,749,0.0
cPGkI,ks59****,유진맘,2021-03-31,86,35,235,2,0,0,0%,0%,121,0.0
LhvC,shin****,빨강제인,2011-08-09,"9,684",629,67414,69,1,460,78%,1%,10313,1.0
3Hi1K,ghos****,곰돌이,2014-10-10,919,6,3526,31,0,130,89%,0%,925,0.0
dOgNQ,dong****,Daniel,2021-05-28,797,1,2182,42,0,13,62%,0%,798,0.0
3Dz8d,phsz****,phs,2019-09-25,"1,303",0,3382,109,1,196,82%,1%,1303,0.0
1YRLa,jkd3****,jkd,2021-12-28,621,0,572,16,0,18,90%,0%,621,0.0
cGNAi,jhs1****,jhs,2020-10-31,"3,025",476,11794,284,0,701,56%,0%,3501,0.0
z5qr,ginn****,무상식시대,2013-10-19,"16,158","1,944",76438,119,1,265,91%,1%,18102,1.0
diwYL,moon****,moo,2020-12-26,287,64,1048,11,0,12,63%,0%,351,0.0
e5jVN,sca0****,sca,2021-09-03,946,7,1356,88,2,158,68%,2%,953,0.0
1q0Hf,nasi****,낭만,2013-05-17,998,248,7930,31,1,110,92%,3%,1246,0.0
4y8Pc,ranb****,눈꽃,2017-08-23,"2,799",159,13635,0,0,0,0%,0%,2958,0.0
4e2jK,kore****,몽셀통통,2012-04-06,"14,143","1,161",146198,85,0,348,91%,0%,15304,1.0
1ZeZe,nc0i****,김상범,2013-03-05,46,15,237,2,0,4,100%,0%,61,0.0
1pd9W,mdmd****,mdmd9,2013-10-03,"7,157","2,175",40112,156,1,525,92%,1%,9332,1.0
9syzz,otis****,오티스,2018-01-27,"2,134",34,1951,52,1,17,49%,2%,2168,0.0
Vp8z,myst****,일똥,2013-10-03,296,340,706,21,0,12,36%,0%,636,0.0
4Xg7J,hq08****,응,2015-05-13,"2,084",76,815500,49,3,"33,994",96%,6%,2160,0.0
18NEu,hone****,오캄의 면도날,2016-09-27,"12,322","11,765",6819817,670,14,"192,170",92%,2%,24087,1.0
9TYp8,kkhh****,kkh,2018-06-23,"9,820","6,085",3087360,773,21,"100,969",88%,3%,15905,1.0
4ZcrV,rok4****,yhappy,2012-05-26,"2,758","1,946",20726,63,0,354,86%,0%,4704,0.0
1086g,agap****,Jk,2012-08-16,"1,207",115,8909,28,10,54,68%,36%,1322,0.0
kBQh,bimh****,bim,2018-11-08,520,32,3521,16,0,94,86%,0%,552,0.0
74pYS,mjoo****,mjo,2015-05-24,"1,644",10,22756,20,0,64,96%,0%,1654,0.0
7F8Sm,dong****,don,2018-08-04,932,2,6877,0,0,0,0%,0%,934,0.0
5QHnI,jhmi****,jhm,2018-03-10,174,3,3880,16,2,38,75%,13%,177,0.0
aYmUM,lee2****,청촌,2018-07-09,"16,040","4,991",87823,602,2,"2,691",88%,0%,21031,1.0
1gsYs,ayr6****,맥,2019-07-15,201,1,1197,6,0,11,65%,0%,202,0.0
aqVX3,ksyi****,ksy,2021-12-05,517,112,4368,21,0,101,86%,0%,629,0.0
2TDDl,jsd0****,jsd0523,2007-07-13,"5,358",79,36770,115,0,456,90%,0%,5437,0.0
cOS0S,lmhh****,lmh,2020-06-08,"5,704",12,36393,219,50,"1,085",84%,23%,5716,0.0
a4sIT,blue****,blu,2020-02-27,236,20,894,0,0,0,0%,0%,256,0.0
1CKIP,sung****,사랑,2013-11-15,"3,605",18,16723,48,1,60,75%,2%,3623,0.0
9NRqW,pasc****,pas,2018-03-28,"3,052",656,21680,18,0,99,67%,0%,3708,0.0
3r0Xv,crun****,푸팟팝,2014-09-20,82,0,567,3,1,3,100%,33%,82,0.0
65IeJ,audr****,aud,2020-10-28,"2,829",464,27342,132,5,"2,347",95%,4%,3293,0.0
4mqvU,hhb3****,착한사람7,2019-09-28,"3,283",21,8668,19,0,46,75%,0%,3304,0.0
2ZW5z,kys0****,kys,2020-05-13,"1,588",188,5900,30,0,40,71%,0%,1776,0.0
QQBo,paul****,파만하자,2006-07-18,"2,585",153,42728,34,0,189,86%,0%,2738,0.0
2WlN3,bbcb****,자수정,2019-05-05,482,1,17895,95,1,615,80%,1%,483,0.0
aSLAd,5755****,575,2019-02-20,85,36,430,1,0,0,0%,0%,121,0.0
2XlSB,nand****,BeBe,2017-01-20,"4,585",292,39961,21,0,"1,066",97%,0%,4877,0.0
yRve,chun****,chungyaa,2006-04-09,"1,152",6,5565,13,0,14,93%,0%,1158,0.0
i9LA,san_****,알파치노,2008-06-30,"8,740",545,57666,132,0,634,73%,0%,9285,0.0
1U5sR,choi****,cho,2008-09-15,800,199,4696,6,0,21,95%,0%,999,0.0
13Jtm,th96****,th9,2006-04-13,"2,752",60,17605,31,0,116,72%,0%,2812,0.0
1oJH2,moto****,moto5682,2009-03-11,775,"1,539",7192,38,0,40,53%,0%,2314,0.0
4VZPK,hote****,성출,2016-12-23,529,203,2072,176,97,186,53%,55%,732,0.0
1iJi7,mach****,machoman,2020-02-24,"5,391",979,33287,574,2,"3,330",87%,0%,6370,0.0
1nu40,net2****,Grant,2008-01-31,"16,026","1,891",174178,171,0,735,62%,0%,17917,1.0
31rIK,hong****,홍안당,2012-03-21,"2,504",24,10278,21,0,30,77%,0%,2528,0.0
1AH6s,woog****,woo,2016-03-06,293,20,598,6,0,11,85%,0%,313,0.0
3UdQd,amer****,Dannyboy,2013-08-30,"21,580","1,189",171254,302,8,"1,194",60%,3%,22769,1.0
3jSHV,kndc****,kndcd,2010-06-03,"10,968",30,33193,157,3,344,74%,2%,10998,1.0
2JqQT,hy60****,다향,2007-07-14,"2,608",3,9689,28,0,33,94%,0%,2611,0.0
1YuH,csg9****,csg9966,2013-11-18,282,51,546,4,0,12,92%,0%,333,0.0
LyVi,carg****,car,2020-04-28,"8,339",414,31331,196,0,848,87%,0%,8753,0.0
2qNgy,dscm****,목수마루,2020-07-22,"1,226",2,5188,3,0,7,58%,0%,1228,0.0
2fUqK,free****,길치,2013-11-23,"4,328",267,20092,37,0,61,71%,0%,4595,0.0
2DFwL,jhim****,jhim22,2006-06-03,286,6,1035,2,1,2,67%,50%,292,0.0
Ykgm,pro6****,Master Kim,2018-02-04,190,3,724,4,0,3,100%,0%,193,0.0
64vdi,0410****,041,2018-05-09,"10,269",4,43608,93,0,506,77%,0%,10273,1.0
5JTj7,gdka****,gdk,2017-12-25,"4,360",141,12896,63,0,85,58%,0%,4501,0.0
Gdhh,hkch****,토토로77,2020-02-21,"1,960",610,8925,0,0,0,0%,0%,2570,0.0
400yg,youn****,CANADaddy,2013-03-30,"1,591",19,12872,41,13,108,67%,32%,1610,0.0
3MR27,js20****,엠크림,2012-07-30,547,137,2268,14,0,4,6%,0%,684,0.0
NvpG,jjl0****,jjl0814,2006-04-27,"1,419",38,28043,32,13,154,79%,41%,1457,0.0
3bwJU,tqmh****,the hole,2019-05-01,"2,944",646,14615,244,0,"1,898",87%,0%,3590,0.0
5rUac,boad****,크리스탈히어로즈,2013-02-14,"6,167","3,267",69829,147,0,522,83%,0%,9434,1.0
2dEMj,jeon****,물에물탄듯술에술탄듯,2018-02-17,"2,328",0,11853,21,0,99,83%,0%,2328,0.0
5GRLe,wkfm****,익명,2013-06-24,"12,491","6,544",67286,660,27,"1,881",74%,4%,19035,1.0
d20vm,snoh****,sno,2020-08-16,779,221,2696,32,0,92,95%,0%,1000,0.0
6cBTS,free****,마음소리,2014-12-16,"8,302",202,67429,98,1,204,74%,1%,8504,0.0
3pfRV,isse****,Higher,2010-09-14,"7,289",569,63723,26,4,88,96%,15%,7858,0.0
24sku,wong****,steel7374,2018-04-10,180,3,2149,3,0,6,100%,0%,183,0.0
1mKMQ,jeon****,동현,2017-05-26,"1,199",168,4386,69,0,210,66%,0%,1367,0.0
9YPz7,keie****,Castellan,2017-08-25,"9,040","2,225",66723,180,1,471,87%,1%,11265,1.0
6kiC3,bibl****,goodislife,2014-12-18,"1,630",39,3890,30,1,63,88%,3%,1669,0.0
aN101,bong****,bon,2022-01-24,482,0,4807,0,0,0,0%,0%,482,0.0
9u78J,khle****,Finir2017,2017-04-30,"7,339","2,142",44003,77,0,158,80%,0%,9481,1.0
1LC19,cham****,CB,2006-04-18,"31,620","14,938",161793,323,20,418,59%,6%,46558,1.0
cBHSE,jtki****,jtk,2021-03-28,727,2,4752,10,0,85,90%,0%,729,0.0
lcb4,i540****,i5405060,2013-12-28,589,4,3276,6,0,13,93%,0%,593,0.0
24xOL,heal****,마당지기,2006-05-27,"14,308","3,971",82329,371,0,"2,977",94%,0%,18279,1.0
dnnq5,aqwe****,aqw,2020-12-25,"1,620",698,3431,171,0,154,77%,0%,2318,0.0
7QvNW,ksm6****,ksm,2020-02-10,"2,007",2,5854,96,0,307,77%,0%,2009,0.0
pHLe,lexm****,빠가사리,2007-03-09,"3,881",19,10533,28,0,29,83%,0%,3900,0.0
2cPEq,gunp****,gun,2016-04-07,"1,980",108,7193,63,1,217,97%,2%,2088,0.0
Gbq9,j715****,EMMA,2008-12-06,"2,353","1,382",25316,36,1,81,68%,3%,3735,0.0
2Fe1D,ajs0****,산 지,2006-04-10,"9,793","3,243",47147,38,0,"1,727",97%,0%,13036,1.0
8onP5,jang****,jan,2016-10-08,"1,511",36,6303,20,0,74,72%,0%,1547,0.0
33Ouq,caps****,caps032,2014-12-16,"8,490",54,62165,231,1,787,76%,0%,8544,0.0
58mk1,mooe****,바른삶,2017-03-10,"6,117",27,41726,142,0,497,77%,0%,6144,0.0
dEGaz,g32q****,g32,2021-08-24,202,43,490,1,0,0,0%,0%,245,0.0
5Op3b,skyb****,skyblue,2019-10-21,798,6,23436,16,1,48,46%,6%,804,0.0
bfzM1,kimm****,kim,2021-06-22,320,96,888,3,0,5,100%,0%,416,0.0
3UUaA,yuk9****,파란나라,2017-07-15,"8,420",590,65472,133,1,588,73%,1%,9010,0.0
1bbCr,youn****,Young B,2007-04-11,"6,944","2,263",31341,54,0,89,84%,0%,9207,0.0
14FVo,gol0****,임상현,2018-03-01,"4,277",24,11252,252,0,628,79%,0%,4301,0.0
3qNKA,sgk9****,김수곤,2018-06-07,"2,875",48,29593,22,1,27,59%,5%,2923,0.0
3ajoq,shki****,soda,2014-07-16,"1,181",116,4254,90,0,254,72%,0%,1297,0.0
4hyYU,yhk0****,starfish,2011-06-28,"8,394","1,563",84081,282,13,"2,526",76%,5%,9957,1.0
7Rcfj,hrki****,hrk,2018-01-13,"1,909",69,6732,47,0,150,86%,0%,1978,0.0
2viLc,alto****,alt,2008-07-12,733,40,4170,39,3,59,70%,8%,773,0.0
22akF,kole****,이규웅,2008-12-01,"4,371",18,22185,124,2,419,56%,2%,4389,0.0
5AhO0,bohe****,낭만고양이,2013-05-21,"2,102",445,14009,226,8,"1,249",92%,4%,2547,0.0
o85y,cswc****,cswccc,2007-04-10,"1,314",18,3035,32,0,53,96%,0%,1332,0.0
3aFKZ,kejk****,쩡,2020-02-27,"1,673",147,5270,10,0,51,91%,0%,1820,0.0
2Kabf,chan****,Admiral,2006-04-17,"7,318",433,42855,92,0,319,68%,0%,7751,0.0
4r4nR,bshe****,bsh,2017-08-19,"3,034",12,15939,195,0,788,87%,0%,3046,0.0
1HZKb,7dra****,와룡,2011-07-01,"1,267",12,3784,8,0,35,71%,0%,1279,0.0
5rK6o,ryeo****,leo,2018-06-09,"1,008",21,1950,21,0,38,90%,0%,1029,0.0
99ru4,loya****,부국,2017-02-03,695,87,2366,2,0,0,0%,0%,782,0.0
bCNhj,kim6****,kim,2019-02-09,"5,605",68,35228,152,0,450,59%,0%,5673,0.0
2hEHz,psy9****,psy9482,2006-11-10,"4,714",146,15695,7,0,29,83%,0%,4860,0.0
2ft0c,side****,sid,2016-08-14,129,27,805,0,0,0,0%,0%,156,0.0
byGuA,park****,par,2019-01-05,"5,172",0,19352,3,0,2,100%,0%,5172,0.0
2OGB7,osis****,osiso001,2018-06-22,"7,199",81,14488,132,0,233,74%,0%,7280,0.0
3qXVK,swna****,벌침,2017-04-04,336,14,1158,9,3,4,80%,33%,350,0.0
7CAcT,pyj4****,마리,2016-09-16,6,0,9,0,0,0,0%,0%,6,0.0
p8Ay,aumh****,Rose,2014-11-26,"3,117",796,30735,222,0,"1,513",92%,0%,3913,0.0
bBR91,kesd****,kes,2021-12-26,512,10,2926,31,0,62,94%,0%,522,0.0
1Cftd,khd0****,khd,2019-10-14,"4,747",2,16196,70,0,118,74%,0%,4749,0.0
bX7c0,bins****,binuu,2019-06-28,"9,145","2,747",37287,186,2,399,63%,1%,11892,1.0
3RibS,mylo****,나르시스,2012-06-07,571,207,3077,29,0,76,67%,0%,778,0.0
1TWZd,hj63****,hj6303,2011-05-29,604,155,2767,21,0,82,91%,0%,759,0.0
2fxru,john****,나,2012-12-02,"11,434",574,76636,24,1,55,68%,4%,12008,1.0
3tyQm,myan****,blueocean,2020-05-27,"1,865",1,9125,40,0,214,92%,0%,1866,0.0
1ZZIB,mato****,자자,2013-03-18,"3,826",452,15182,43,1,69,97%,2%,4278,0.0
hJxk,kmhs****,kmh,2008-05-19,"1,856",100,6595,45,0,108,92%,0%,1956,0.0
1fVkl,bsgl****,나그네시인,2013-11-25,"2,031",85,6565,12,0,40,78%,0%,2116,0.0
3qUQz,lys7****,lys,2018-05-08,"2,998",75,9632,28,0,9,56%,0%,3073,0.0
qvPX,kenj****,YOU,2013-12-08,"10,062","2,506",59388,157,5,254,70%,3%,12568,1.0
HA8G,kalk****,띰띰이,2006-05-16,"5,755",696,39231,109,4,"1,323",68%,4%,6451,0.0
2COP4,hkch****,KoreanTiger,2014-05-03,"10,104",56,58640,95,0,296,90%,0%,10160,1.0
Q57t,baek****,baekjjung,2013-07-16,226,0,501,0,0,0,0%,0%,226,0.0
5UgKl,0326****,032,2019-05-10,"7,846",51,26475,195,2,700,87%,1%,7897,0.0
1b0YM,kj07****,kj0720,2012-10-14,"3,800",278,19290,84,0,191,74%,0%,4078,0.0
1YRNj,myun****,skymark,2012-12-20,"6,702",563,55183,231,1,"3,575",91%,0%,7265,0.0
DteB,sedo****,문재인 구속,2007-06-28,"10,162",234,81704,195,2,"1,393",84%,1%,10396,1.0
3UNpK,nsli****,nsl,2015-12-28,"2,044",668,17711,70,3,529,88%,4%,2712,0.0
1uldJ,mean****,무아,2013-08-29,"7,900",617,93265,70,2,408,89%,3%,8517,0.0
1TNRl,toja****,추지비,2006-07-10,"1,256",302,20283,51,0,34,33%,0%,1558,0.0
4whXE,soma****,소망,2016-02-12,914,"1,338",5586,243,0,326,82%,0%,2252,0.0
eX8v,ilew****,ilewhan,2015-03-01,"2,912",165,25054,40,1,105,68%,3%,3077,0.0
3UgRd,rhfq****,cool,2017-02-08,"2,202",1,15973,4,1,15,94%,25%,2203,0.0
5R3E9,kk69****,ksh,2013-10-25,"3,670",942,29754,141,1,705,86%,1%,4612,0.0
67jct,sug1****,sug,2014-02-04,"3,285",749,17200,55,0,95,75%,0%,4034,0.0
1rhu4,ener****,Conqueror,2006-08-05,"12,234","1,298",54635,351,6,464,67%,2%,13532,1.0
bTdE,bhs7****,nhs,2013-12-22,"11,766",406,40573,69,1,158,64%,1%,12172,1.0
22rdb,hsri****,홍사리,2019-02-01,"3,929",70,14890,106,0,315,85%,0%,3999,0.0
1Ij0O,seeb****,그런건가,2007-06-04,"4,415",342,20540,33,0,62,67%,0%,4757,0.0
lpDR,0177****,017,2017-12-25,"7,975",0,24659,107,0,378,75%,0%,7975,0.0
2QolU,nick****,nic,2016-12-24,"10,599",738,74703,141,0,"1,070",92%,0%,11337,1.0
38x9L,116k****,짱구,2017-12-22,"1,712",100,7662,48,0,103,91%,0%,1812,0.0
35DRI,2mcl****,JsY LUV,2019-03-01,"1,759",3,1336,0,0,0,0%,0%,1762,0.0
9T9GN,kim5****,kim,2017-08-03,"7,351","1,578",48067,12,0,72,89%,0%,8929,0.0
