user_id,nickname,user_real_nickname,start_date,sum_reply,sum_son_reply,sum_emotion,recent_n_reply,recent_n_deleted,recent_n_emotion,recent_rate_emotion,recent_rate_self_delete,total_reply,heavy
2Ies7,inki****,용감한달빛,2006-06-12,328,1,301,3,0,18,86%,0%,329,0.0
6dG0o,srgo****,srg,2015-02-17,711,293,5888,207,2,817,86%,1%,1004,0.0
2JEw6,haik****,hai,2006-07-07,159,19,342,22,1,41,95%,5%,178,0.0
24Z1D,nox1****,fenomeno,2006-06-11,"1,264","4,512",24401,75,2,347,61%,3%,5776,0.0
1DHf8,luvk****,luv,2014-04-16,"8,301","1,119",39337,201,0,420,63%,0%,9420,1.0
lB04,yoon****,yoo,2013-08-12,467,42,1081,8,0,14,54%,0%,509,0.0
Je65,pill****,Hallak,2006-06-02,"1,556",380,12833,21,0,32,82%,0%,1936,0.0
GDFu,expl****,exp,2012-03-23,"6,924","1,073",24920,570,1,"3,966",59%,0%,7997,0.0
2rENU,skyc****,sky,2020-07-16,"2,687",376,5415,92,0,771,83%,0%,3063,0.0
vkVK,777c****,777cho,2006-04-07,"3,574",74,20323,167,0,138,78%,0%,3648,0.0
dCcbo,deny****,노블컴퍼니 황대연,2021-08-02,20,6,12,0,0,0,0%,0%,26,0.0
2hQJn,hjh4****,룰루,2006-12-27,"2,421",829,7821,256,1,805,88%,0%,3250,0.0
7KC4w,ilin****,ili,2015-12-14,812,598,5449,66,10,124,65%,15%,1410,0.0
8uPhW,ycro****,ycr,2017-07-09,58,40,400,0,0,0,0%,0%,98,0.0
19XqI,ikep****,WOW,2019-05-06,"1,160",9,2395,105,6,520,82%,6%,1169,0.0
Wxfy,kyt1****,무근콘크리트,2012-06-02,615,13,6193,1,0,0,0%,0%,628,0.0
LqXg,kkar****,김민호,2006-07-31,73,55,3684,0,0,0,0%,0%,128,0.0
1hnJj,bon8****,봉cruise,2006-10-25,"5,134",138,40095,106,0,213,86%,0%,5272,0.0
1yzqo,like****,콩이네,2013-12-19,"1,187",82,3684,238,0,"1,424",83%,0%,1269,0.0
2uaUp,bsse****,뽀리님,2006-04-11,"5,052",477,14248,85,0,191,65%,0%,5529,0.0
w7lQ,saia****,Gazell,2017-11-02,648,0,7065,13,1,32,45%,8%,648,0.0
4ELED,sgi8****,껄껄껄,2014-09-02,29,0,84,8,5,17,85%,63%,29,0.0
pjHe,chos****,조선하니,2006-07-24,"2,420",380,6563,26,0,15,54%,0%,2800,0.0
3KBkA,123d****,행복이,2013-01-17,"1,729",8,8386,11,0,156,69%,0%,1737,0.0
42Ts0,beco****,한다,2015-03-17,775,207,3973,3,1,6,38%,33%,982,0.0
2e8CH,phsh****,TIGERS,2006-05-23,"8,672","5,241",133104,49,0,129,87%,0%,13913,1.0
1xkzW,elan****,유심조,2014-11-06,623,63,2318,24,1,39,87%,4%,686,0.0
1Uw4c,poli****,춤추는마우스,2006-07-15,"9,909","7,250",53642,325,10,"1,415",84%,3%,17159,1.0
68WK3,srle****,srl,2016-06-05,73,0,413,0,0,0,0%,0%,73,0.0
3CRat,1972****,aimee,2014-09-16,"1,298",179,10498,64,0,191,89%,0%,1477,0.0
2es7P,part****,part4321,2015-09-01,"1,043",43,9983,90,0,398,91%,0%,1086,0.0
3tLkn,gbg2****,gbg,2019-05-23,"2,435",230,6011,142,2,205,63%,1%,2665,0.0
1ym5A,jett****,jjm,2014-05-17,"1,609","1,350",14593,320,6,"2,458",81%,2%,2959,0.0
8mFqJ,happ****,밀키맘,2017-12-18,"7,284",56,34576,97,0,261,85%,0%,7340,0.0
1iUTi,jnyk****,그리고,2018-07-19,698,184,1868,5,0,2,100%,0%,882,0.0
17WHr,rock****,윤진,2006-09-13,"4,012",304,25715,69,0,171,90%,0%,4316,0.0
2FMY0,sktj****,아이테르,2006-07-27,"5,567","1,552",41156,271,1,938,71%,0%,7119,0.0
3KC5k,redr****,이윤서 마리아,2013-06-25,961,150,3205,23,0,49,86%,0%,1111,0.0
2Ha1Q,kong****,kon,2013-12-13,826,71,10151,1,0,1,50%,0%,897,0.0
320Sz,kisu****,Nom Nom,2016-11-18,940,215,3240,57,0,132,85%,0%,1155,0.0
2f8Oy,exor****,Fast Freddy,2006-06-05,"2,531",394,17148,15,0,10,67%,0%,2925,0.0
3NgRg,shin****,부끄러운복숭아뼈,2013-11-02,148,88,1224,2,0,0,0%,0%,236,0.0
n5rM,cine****,Loveheeya,2006-08-28,274,1,608,18,0,20,69%,0%,275,0.0
2ACHY,wnoh****,wno,2014-02-13,"1,679",99,36701,127,0,834,94%,0%,1778,0.0
D2tS,wiza****,뚜루뚜,2006-07-24,68,156,265,2,0,0,0%,0%,224,0.0
W5k9,zhzh****,zhz,2016-07-01,"1,483",67,6945,97,4,635,88%,4%,1550,0.0
1m8Gy,john****,백곰,2006-04-10,"6,649",764,54783,241,14,"5,806",92%,6%,7413,0.0
2V0eN,kang****,중앙청,2014-08-21,"8,883",280,39827,172,0,326,72%,0%,9163,0.0
1s3PT,gf95****,낳만고양이,2006-11-21,"2,458",486,23487,93,0,315,85%,0%,2944,0.0
8Q7hK,wate****,불나방,2016-11-22,"1,047",20,1688,136,3,204,81%,2%,1067,0.0
46rd6,goat****,go,2013-04-06,235,14,924,48,5,129,89%,10%,249,0.0
3yen5,seng****,sen,2017-11-23,"2,937",330,11179,35,1,50,88%,3%,3267,0.0
6f4bR,cmg7****,cmg,2017-05-16,506,3,4064,2,0,0,0%,0%,509,0.0
2NaoQ,0zan****,0zanggun,2007-08-12,"6,206","2,900",75491,22,1,61,75%,5%,9106,0.0
chYlG,jego****,산토끼,2020-07-07,954,200,3065,88,0,584,76%,0%,1154,0.0
1RJy9,kjsl****,kjs,2014-05-14,"3,138",21,28532,115,0,881,86%,0%,3159,0.0
nK2U,tige****,푸른정원,2006-06-12,"7,266",422,25676,262,1,379,73%,0%,7688,0.0
2jR43,jjs8****,jjs8088,2013-11-17,"1,170","1,754",3593,47,0,50,65%,0%,2924,0.0
3e5QK,than****,permissiontoDance,2008-04-12,191,37,1760,16,0,24,77%,0%,228,0.0
1Nko3,cyo5****,cyo5898,2012-07-11,296,10,3132,11,1,5,83%,9%,306,0.0
1R4WI,jinb****,네가족,2016-12-04,252,2,4137,8,0,24,80%,0%,254,0.0
1Esfr,then****,백승일,2006-09-10,72,14,396,2,0,0,0%,0%,86,0.0
dB4yJ,a100****,a10,2021-07-12,540,41,818,42,0,44,85%,0%,581,0.0
2OBR0,hanp****,My han,2006-07-16,988,337,5733,8,0,12,92%,0%,1325,0.0
eaLL6,chaq****,cha,2021-11-02,"1,026",443,5556,182,0,737,88%,0%,1469,0.0
9LZTf,prin****,pri,2017-07-06,818,232,13464,44,4,"1,123",97%,9%,1050,0.0
6Cpum,chan****,DOVE,2015-06-17,"1,444",42,3590,178,0,282,85%,0%,1486,0.0
IwKX,hama****,고등어,2012-09-11,510,"2,133",4331,199,3,207,68%,2%,2643,0.0
z2Sg,atum****,한여름밤,2019-09-12,"1,316",0,3149,46,0,71,79%,0%,1316,0.0
4H9RP,aes1****,타마,2012-04-19,"3,402",254,11509,132,5,415,76%,4%,3656,0.0
1vBvv,kwon****,광신도,2013-02-14,197,59,717,3,0,4,100%,0%,256,0.0
2PJ4w,city****,도심특급,2015-08-27,401,66,1407,35,0,99,76%,0%,467,0.0
1CzZ2,jjap****,jja,2014-09-06,332,2,911,11,0,26,63%,0%,334,0.0
1VzEL,23va****,김만덕,2014-02-17,772,460,4864,59,0,91,98%,0%,1232,0.0
6HQUi,ilji****,ilj,2015-02-01,903,15,6510,15,0,37,97%,0%,918,0.0
2zf2f,jose****,신용우,2015-08-25,802,78,1772,52,0,117,81%,0%,880,0.0
3QCyQ,anrj****,생강차 조아,2016-10-25,835,84,2657,34,0,74,76%,0%,919,0.0
2kfey,pbw5****,바스통,2006-04-18,"8,550","5,115",40727,154,7,85,65%,5%,13665,1.0
4SYAQ,west****,서은구,2020-03-10,"1,090",204,2682,16,0,28,44%,0%,1294,0.0
6EZF7,wkdw****,휴머니즘,2015-01-09,"1,731",713,9652,86,0,106,83%,0%,2444,0.0
1IyyU,silv****,sil,2013-07-12,"2,003",88,8184,44,0,72,83%,0%,2091,0.0
JKsF,inte****,네버다이,2006-12-21,"5,034",551,15813,69,7,74,76%,10%,5585,0.0
zlx9,peti****,샤뜰레,2006-08-29,267,19,494,31,2,55,86%,6%,286,0.0
TxkT,sock****,아름다운 목조주택,2006-11-20,"1,389","1,003",7126,8,0,28,61%,0%,2392,0.0
gi7R,ktal****,하쿠빠,2007-05-23,60,34,109,18,0,6,40%,0%,94,0.0
3FRlQ,crea****,Grrrrrr,2012-08-14,"7,915","3,514",70061,225,0,534,82%,0%,11429,1.0
5aHQ,chri****,알짜,2014-09-13,82,0,87,2,0,0,0%,0%,82,0.0
2xx68,sadb****,이라구라,2007-04-25,"1,185",324,2139,33,1,338,93%,3%,1509,0.0
SYe2,j139****,BBoon,2017-04-18,747,19,1923,19,0,22,79%,0%,766,0.0
1SWo3,nsr6****,아이베스트,2020-06-23,426,0,442,18,0,25,89%,0%,426,0.0
4yp9m,jeje****,jej,2017-04-10,564,5,5259,25,0,104,87%,0%,569,0.0
3us1Q,sona****,감자,2011-09-09,"7,210","3,275",51211,157,2,276,68%,1%,10485,1.0
qAEp,ddil****,띠리,2014-01-14,"1,975",20,8280,366,61,"1,713",92%,17%,1995,0.0
1H5D8,go12****,go120061,2013-02-26,"2,819",172,102213,277,5,"16,890",94%,2%,2991,0.0
OsW6,driv****,김인섭,2007-04-21,319,78,1003,32,0,45,83%,0%,397,0.0
1ZmSR,devi****,마왕,2006-06-24,"9,196",711,63875,266,0,489,68%,0%,9907,1.0
3Ql2s,core****,부산사나이,2012-05-21,"2,218",903,18051,36,1,67,63%,3%,3121,0.0
9f4Ec,leed****,lee,2020-03-20,65,2,205,0,0,0,0%,0%,67,0.0
6kYci,gune****,beastmonk,2019-05-19,886,317,3741,90,0,148,80%,0%,1203,0.0
1Zyv1,nhkw****,우주별49호,2006-06-21,"1,030",187,7605,26,0,48,81%,0%,1217,0.0
4m7CZ,83ls****,지킬건지킨다,2020-02-25,352,258,1725,18,1,157,86%,6%,610,0.0
26Ecg,nili****,액욱보수,2022-03-04,209,156,748,0,0,0,0%,0%,365,0.0
1lzKh,yb51****,Lyb,2012-10-10,96,20,926,1,0,0,0%,0%,116,0.0
pbtt,1004****,의미1,2019-07-18,26,5,39,12,0,20,95%,0%,31,0.0
1Zk4o,mist****,misty8901,2006-10-04,63,17,579,4,0,6,35%,0%,80,0.0
5oFV9,lasi****,skysky,2013-02-15,59,52,13632,0,0,0,0%,0%,111,0.0
bKs6Z,ppyc****,ppy,2020-01-27,"1,536",130,5409,1,0,0,0%,0%,1666,0.0
46azP,sj23****,sj2,2014-03-07,"2,896","2,677",10141,161,0,219,92%,0%,5573,0.0
4cb9f,kcg1****,kcg,2021-09-15,"1,388",127,5339,259,0,"1,099",64%,0%,1515,0.0
Dle1,hjae****,hjaeve,2012-11-11,"4,061","1,634",16801,434,103,"1,048",75%,24%,5695,0.0
TbYs,wjd7****,인공지능,2008-02-09,"3,966",511,25076,79,1,165,80%,1%,4477,0.0
5lWgJ,lcb0****,lcb,2018-07-29,"1,124",684,3820,89,1,140,44%,1%,1808,0.0
281uR,at2t****,at2,2008-11-21,"9,436","1,301",140104,59,1,986,83%,2%,10737,1.0
19CoD,kari****,카리,2015-04-05,"5,008","1,851",13926,229,0,"1,128",69%,0%,6859,0.0
35lBu,frie****,종이컵,2012-08-31,12,4,71,0,0,0,0%,0%,16,0.0
5hpEZ,3333****,곰국이,2013-12-23,528,121,3319,8,0,10,37%,0%,649,0.0
5AXtq,nang****,또라에몽,2013-09-16,63,13,220,43,23,90,54%,53%,76,0.0
bPWIO,seok****,seo,2019-06-08,"1,391",2,2405,61,0,94,63%,0%,1393,0.0
u4RM,wooh****,wooho142,2013-10-04,"2,418",135,15824,12,0,15,88%,0%,2553,0.0
4TUd3,car2****,PKJ,2013-01-31,79,47,1126,2,1,2,67%,50%,126,0.0
1rJYu,lsm9****,특수부대,2007-06-21,"2,380",160,27459,122,0,507,65%,0%,2540,0.0
5NElk,kims****,천사,2013-09-07,"9,012",247,39204,307,3,"1,651",75%,1%,9259,0.0
14vsR,dolz****,dol,2006-04-09,"1,821",556,10344,177,1,"1,142",80%,1%,2377,0.0
6sm2X,otog****,oto,2019-04-20,665,119,5052,84,0,664,83%,0%,784,0.0
qMUV,slyo****,초대박,2006-06-30,"8,891",390,62054,292,27,"1,271",85%,9%,9281,0.0
3AeYB,mis8****,tempro,2008-08-09,"1,043",67,10039,47,0,579,89%,0%,1110,0.0
Ue7l,qorg****,young,2013-06-27,275,202,6313,409,148,"1,058",67%,36%,477,0.0
HFDo,abbe****,코코,2016-01-16,949,346,12591,24,0,102,83%,0%,1295,0.0
10cij,bara****,baramdldi,2006-07-31,"1,374",421,6053,11,0,11,100%,0%,1795,0.0
3jlwB,down****,downtownone,2010-05-27,"3,822",242,10886,163,0,597,78%,0%,4064,0.0
4Le9S,sjle****,sjl,2018-09-21,389,40,2267,37,1,48,73%,3%,429,0.0
Ydtn,guit****,TO2TO,2006-07-31,"9,208",412,56472,227,3,773,72%,1%,9620,1.0
7L9Mr,choi****,cho,2022-03-25,289,2,1674,0,0,0,0%,0%,291,0.0
1Bvdu,s907****,개돼지의나라,2009-11-17,"1,216",73,6909,18,0,83,86%,0%,1289,0.0
2rFTF,smc7****,나더라,2011-11-24,"3,193",293,75492,55,0,276,92%,0%,3486,0.0
17MWI,ktse****,트래,2013-04-19,851,62,4072,277,1,"1,845",92%,0%,913,0.0
auLZq,ham1****,ham,2018-03-08,"4,331",887,46224,232,2,"9,334",92%,1%,5218,0.0
37L3E,drea****,dre,2016-02-01,388,45,2698,7,0,9,82%,0%,433,0.0
ca7ee,0304****,DY,2020-05-24,209,23,316,0,0,0,0%,0%,232,0.0
42GtA,note****,Yupa,2014-05-31,"1,842","2,091",48267,58,0,94,50%,0%,3933,0.0
1VYu0,tark****,에이스,2022-01-30,553,19,3444,55,0,267,80%,0%,572,0.0
1bnD3,seji****,sej,2016-03-03,"6,188",505,32509,175,0,"1,134",76%,0%,6693,0.0
doZz6,kpea****,kpe,2021-01-07,173,463,1813,24,1,40,69%,4%,636,0.0
3RUNj,wans****,wan,2016-08-12,"2,242",14,11098,158,0,944,90%,0%,2256,0.0
22XWw,sigi****,요구르트,2018-01-27,387,124,908,51,1,133,85%,2%,511,0.0
6w1i,tame****,B612,2006-07-20,"1,372",742,9645,77,3,104,83%,4%,2114,0.0
1iYBa,jyj1****,별하나별둘 우주,2007-02-24,"1,194",11,10192,26,0,90,89%,0%,1205,0.0
8Gtkg,merm****,Pneuma,2016-11-19,532,568,2407,71,0,160,88%,0%,1100,0.0
1Av61,kplo****,프레스티지,2015-02-13,"2,675","1,208",8834,124,0,647,82%,0%,3883,0.0
8wgTv,enko****,엔코ENG,2017-04-30,81,0,170,0,0,0,0%,0%,81,0.0
1MKxX,chjo****,1212,2013-01-01,"9,927","2,333",58909,268,0,"1,382",81%,0%,12260,1.0
2qnTT,1090****,1090918,2013-09-20,896,82,6593,132,23,796,83%,17%,978,0.0
8CEk,ones****,one,2015-04-15,"4,025",278,34277,227,2,821,90%,1%,4303,0.0
52WaE,jdan****,jda,2014-08-30,"2,259",62,8431,33,1,40,77%,3%,2321,0.0
8wPEI,nasa****,아름답자,2020-08-12,310,82,266,31,2,9,69%,6%,392,0.0
1XfmN,flas****,res,2012-04-19,"1,853",133,4365,82,0,269,82%,0%,1986,0.0
5CZ7V,luna****,Racrima,2016-09-15,53,2,770,7,1,5,100%,14%,55,0.0
1j30Q,wnsd****,ㅈㄴ,2012-08-29,7,3,195,0,0,0,0%,0%,10,0.0
1m31I,nerv****,레몬,2006-12-09,"1,507",517,42272,46,0,146,89%,0%,2024,0.0
O5eL,wild****,als3333,2006-05-11,414,259,3032,10,0,31,94%,0%,673,0.0
wcqG,iama****,나이스,2006-04-17,"1,083",278,4516,1,0,1,50%,0%,1361,0.0
1RkhN,jota****,준호45,2007-01-13,436,35,8259,13,0,"2,816",96%,0%,471,0.0
1NKbz,flys****,애기곰손,2012-07-13,"6,113","1,589",38695,24,0,55,83%,0%,7702,0.0
3uJkf,7712****,771,2016-12-05,"2,056",247,5067,114,0,324,78%,0%,2303,0.0
1efTj,holt****,홀통,2013-07-31,"10,433","12,869",64161,187,2,200,54%,1%,23302,1.0
2NFlG,myje****,이르미,2008-05-19,"3,789",505,17132,197,0,558,80%,0%,4294,0.0
2YlJV,tsso****,바람이려오,2015-11-26,"1,074",8,2390,75,0,135,83%,0%,1082,0.0
4uWeS,dh_m****,하늘,2015-12-16,310,15,781,15,0,19,90%,0%,325,0.0
3kMAk,chld****,chl,2016-03-24,432,364,2119,16,0,36,71%,0%,796,0.0
3E65f,bach****,안샤샤샤샤,2014-01-02,25,3,72,0,0,0,0%,0%,28,0.0
19Ja1,44wn****,고레이첼,2006-04-23,14,6,51,0,0,0,0%,0%,20,0.0
5Sv5D,7103****,710,2016-10-31,"2,433",660,6583,182,1,475,86%,1%,3093,0.0
5ecIl,2574****,소루에 엄마,2016-07-20,191,162,1312,35,0,62,73%,0%,353,0.0
5ezBt,tspk****,kyle,2017-06-09,"2,240",705,9091,78,0,129,77%,0%,2945,0.0
2dYBv,sjbj****,sjbjakdong,2016-07-21,"2,113",461,8947,122,0,196,61%,0%,2574,0.0
bH6zl,tilt****,til,2019-06-24,"2,314",249,10811,303,0,431,40%,0%,2563,0.0
55l5,nore****,푸하하 몬스터,2016-07-26,652,7,2257,48,0,67,49%,0%,659,0.0
p1FQ,dyku****,dyk,2015-05-15,826,93,3215,93,0,429,85%,0%,919,0.0
2nhbV,mell****,미누유희,2006-05-17,349,87,716,6,0,4,80%,0%,436,0.0
4Lu5s,ltya****,여리,2014-02-27,630,223,3640,19,0,83,76%,0%,853,0.0
1OB7S,rayj****,시지프스,2006-05-12,"3,005",331,12786,65,0,137,72%,0%,3336,0.0
47tWY,song****,카뿌찌노,2017-12-03,"3,107",712,5506,101,0,140,75%,0%,3819,0.0
XZSi,pbc0****,부부산행,2013-11-23,"1,291",5,3309,103,0,622,90%,0%,1296,0.0
1mvxc,jds3****,jds,2006-11-08,"3,883",58,40279,161,0,"1,513",93%,0%,3941,0.0
dZFgi,namg****,nam,2021-08-03,384,569,798,39,0,39,81%,0%,953,0.0
6m3vj,leei****,lee,2022-01-14,98,0,145,8,0,12,27%,0%,98,0.0
1X6Tq,fast****,스타네임,2012-11-19,462,77,3731,36,2,50,75%,6%,539,0.0
1JBbH,geni****,쎄라문,2014-03-28,583,44,4988,135,106,251,39%,79%,627,0.0
1vChH,gsil****,gsil2002,2006-05-24,"4,827",14,32394,111,0,184,74%,0%,4841,0.0
20zET,mp79****,가람,2007-01-05,"1,248",336,9130,22,1,132,88%,5%,1584,0.0
4H9RP,aes1****,타마,2012-04-19,"3,401",254,11509,131,5,415,76%,4%,3655,0.0
fiud,kor_****,Do It,2006-05-31,"2,141",663,16379,27,0,12,71%,0%,2804,0.0
2NJgQ,dazi****,dazii,2022-03-24,174,7,347,12,0,9,90%,0%,181,0.0
1s4rq,sesa****,싸울아비,2006-12-28,64,157,121,0,0,0,0%,0%,221,0.0
2xcl2,krs3****,krs3327kr,2022-02-16,238,2,2110,66,23,289,73%,35%,240,0.0
79HXa,rabb****,뿡,2018-08-18,49,3,206,23,18,85,91%,78%,52,0.0
4HejJ,jung****,gardn,2017-08-03,68,42,120,0,0,0,0%,0%,110,0.0
3zLsH,sanm****,산맥,2014-04-23,757,214,4235,17,0,18,100%,0%,971,0.0
1GkNg,edja****,모티베이터,2011-07-25,"2,061",317,9138,16,0,27,93%,0%,2378,0.0
5SjsU,bowo****,jh,2014-03-18,169,64,568,8,0,1,100%,0%,233,0.0
26fLY,mew1****,요들링요,2006-08-16,767,122,1901,92,1,137,63%,1%,889,0.0
8JhjG,near****,멋쟁이,2016-10-07,632,170,4951,65,3,861,74%,5%,802,0.0
6e7ho,du_u****,du_,2017-07-03,94,20,161,1,0,1,100%,0%,114,0.0
2dKvE,toqh****,롤롤,2006-04-23,"2,180",275,36640,97,0,452,78%,0%,2455,0.0
bImds,alda****,웅앵웅,2021-10-23,"1,469",144,13860,195,3,"1,697",66%,2%,1613,0.0
e9vuU,cowz****,cow,2022-06-21,11,1,755,0,0,0,0%,0%,12,0.0
eA0Ft,hiii****,hii,2022-03-22,"1,349",98,13960,35,0,86,67%,0%,1447,0.0
1nHGB,ejd2****,alfmir,2006-09-28,"1,084",106,5005,54,0,80,95%,0%,1190,0.0
4o5vS,snow****,lililililili,2014-06-02,671,60,13365,1,0,1,100%,0%,731,0.0
1zJs6,youj****,기본,2006-08-11,641,25,1550,20,0,34,61%,0%,666,0.0
4Rc5I,2068****,허허,2012-12-28,233,19,3614,2,0,5,100%,0%,252,0.0
6kq52,dmlf****,구구구구국,2014-07-23,"2,872",167,10305,235,2,502,64%,1%,3039,0.0
6nPbK,fore****,포레스트,2014-07-10,"4,542","1,866",18721,267,3,481,79%,1%,6408,0.0
zXZx,t080****,t0807tt,2015-06-18,"1,189",54,3260,141,2,158,57%,1%,1243,0.0
2SpCN,kjps****,kjp,2012-08-08,377,47,1949,19,0,107,82%,0%,424,0.0
Pi0m,yang****,가자니까,2006-06-28,"1,939","1,316",4870,37,0,20,35%,0%,3255,0.0
xHeX,pipo****,pip,2006-06-12,"6,301",234,28435,82,0,153,77%,0%,6535,0.0
2Ask4,jws3****,나홀로야인,2007-01-25,74,40,103,0,0,0,0%,0%,114,0.0
6aURM,dio4****,dio,2014-04-29,"1,982",138,12333,168,5,696,85%,3%,2120,0.0
5GG46,gudr****,우수우수우,2015-02-11,"1,306",362,4079,54,0,62,58%,0%,1668,0.0
2G1rP,gotj****,gotj99,2006-06-06,550,26,2227,2,0,0,0%,0%,576,0.0
23mD1,jjpa****,내맘,2007-10-05,"1,043",19,9385,20,0,20,100%,0%,1062,0.0
5aZv2,cjsy****,cjs,2013-10-13,"12,301","1,463",46601,191,37,181,59%,19%,13764,1.0
2TLNO,ddll****,나이야 가라,2011-02-08,"7,276",7,10512,404,2,764,77%,0%,7283,0.0
3UFHi,siye****,깜빡이,2017-05-10,85,61,341,32,0,32,51%,0%,146,0.0
5ouf,gosu****,gos,2006-05-01,573,30,1409,101,2,177,68%,2%,603,0.0
oh0,slar****,slarebox,2021-02-25,4,0,3,0,0,0,0%,0%,4,0.0
11VOa,yjb1****,yjb1209,2007-04-25,883,218,5040,13,0,"1,479",94%,0%,1101,0.0
T0Ke,seka****,티라노살수,2014-02-16,"2,428",147,9800,49,0,45,70%,0%,2575,0.0
sF98,cksl****,cksl7777,2014-10-21,735,167,3376,49,1,65,86%,2%,902,0.0
11jAf,visi****,야곱,2006-05-19,509,236,2896,25,2,177,85%,8%,745,0.0
juaI,meme****,나다,2006-04-17,453,"1,081",1079,29,0,16,52%,0%,1534,0.0
27hkJ,wldr****,멸공 용사,2018-11-27,"7,336","1,460",60605,287,6,570,56%,2%,8796,0.0
1VIZ5,rcmr****,주피터,2008-10-16,"6,151",933,33709,201,1,"1,415",93%,0%,7084,0.0
24PZC,bang****,Han,2016-02-16,"2,090",64,4741,99,1,126,80%,1%,2154,0.0
1xVXb,shwo****,노재운,2012-12-13,"2,916",107,19962,13,0,13,81%,0%,3023,0.0
cPQGt,dydt****,낙방거사,2020-06-24,163,7,147,1,0,1,100%,0%,170,0.0
jdHS,pakg****,달인,2006-04-11,"3,255",287,10786,45,0,16,53%,0%,3542,0.0
7Pked,webb****,webb,2016-05-10,380,198,1857,32,0,87,77%,0%,578,0.0
cmYA,beni****,ben,2006-07-22,247,38,848,33,0,59,60%,0%,285,0.0
2OF6F,you1****,제이크,2008-06-26,"1,813",164,9205,402,6,"1,028",85%,1%,1977,0.0
qDZb,ever****,하까장,2015-12-30,"2,916",57,16169,24,0,47,82%,0%,2973,0.0
2zIZO,ilov****,썬,2014-02-20,156,3,485,8,0,2,100%,0%,159,0.0
4gNn7,jina****,jin,2014-04-20,"1,050",569,6352,241,0,657,88%,0%,1619,0.0
2fZTS,sol7****,sol71kr,2012-07-28,"1,323",146,2998,0,0,0,0%,0%,1469,0.0
6X68,dlak****,산 과 나,2008-05-18,"4,362","1,702",48029,31,1,286,88%,3%,6064,0.0
1y4kk,jenk****,젠키스,2006-04-25,"2,459",497,12763,138,4,458,86%,3%,2956,0.0
21KZV,hnki****,대전사랑,2006-05-25,"5,451",854,40600,71,0,154,61%,0%,6305,0.0
lEb6,wawa****,필드,2014-07-31,271,3,835,37,0,66,78%,0%,274,0.0
1kXZV,glfl****,yeiisso,2006-04-09,"7,050",288,20143,185,0,292,65%,0%,7338,0.0
2fQgk,wonk****,최원균,2012-02-07,"1,747",629,7648,432,0,"1,040",54%,0%,2376,0.0
216yI,spee****,신강,2006-05-17,"18,264",189,103673,269,0,346,84%,0%,18453,1.0
bbN3f,uncu****,자산가,2018-08-30,"12,024","11,311",80958,601,1,"3,750",82%,0%,23335,1.0
3cWsv,unic****,오늘도,2013-07-04,265,69,2035,4,0,5,63%,0%,334,0.0
6j9be,russ****,Russo,2014-07-02,317,155,1210,9,0,2,100%,0%,472,0.0
7fe5A,lglg****,lgl,2015-08-04,"2,857",316,27965,59,0,167,79%,0%,3173,0.0
1vByw,acea****,지구별노숙자,2006-10-11,617,232,4736,1,0,0,0%,0%,849,0.0
MKkN,char****,charism1004,2007-04-22,598,140,4164,115,2,507,93%,2%,738,0.0
5plTc,y377****,y37,2016-03-16,"2,506",92,18091,84,1,"1,239",92%,1%,2598,0.0
1miv3,ha03****,ha0,2006-05-23,"16,674","3,814",106304,448,0,"1,382",85%,0%,20488,1.0
XJAK,kiby****,사수,2009-01-24,"2,195",12,7055,8,0,3,100%,0%,2207,0.0
2bBCr,sg44****,규네,2012-06-22,890,127,3143,2,0,0,0%,0%,1017,0.0
2Vrbl,bein****,willbe,2006-10-24,"2,043",38,21660,39,0,169,73%,0%,2081,0.0
IFnD,move****,쟈스민향,2018-11-07,838,32,2751,34,1,38,68%,3%,870,0.0
2nepw,gona****,gon,2015-03-15,"2,759",975,23953,33,0,34,65%,0%,3734,0.0
2lX7Y,baph****,밥밥밥,2018-09-21,"3,495","2,010",10882,192,12,320,75%,6%,5505,0.0
2Cvh1,qpqp****,이뿐이,2012-06-14,"1,065",134,2859,121,0,120,70%,0%,1199,0.0
8KESR,jdkt****,jdk,2016-10-10,"5,391",106,4493,3,0,0,0%,0%,5497,0.0
1Ogqz,rudg****,신가대장,2015-09-08,315,103,4799,25,2,260,76%,8%,418,0.0
3OaHP,jymb****,마음편하게 살자,2013-11-23,732,172,2207,21,0,65,66%,0%,904,0.0
2Bk6p,smhk****,누궁,2019-09-07,"1,130",141,5703,55,0,101,89%,0%,1271,0.0
1Fs33,cool****,coollives,2006-07-10,"1,883",76,6452,152,0,407,89%,0%,1959,0.0
nWk6,bada****,미노,2012-09-08,"3,463",404,13183,184,5,904,77%,3%,3867,0.0
VLvj,shan****,켄,2006-04-10,"1,336","1,551",15300,23,0,21,60%,0%,2887,0.0
2eAAI,bara****,회리바람,2006-05-15,692,338,1915,123,2,279,73%,2%,1030,0.0
14Pkl,luna****,MGTiger,2008-07-17,"1,162",101,7716,13,0,13,72%,0%,1263,0.0
6EQhK,bctr****,조짱,2017-03-16,"3,742",763,12887,172,0,221,69%,0%,4505,0.0
20rYZ,kjs7****,kjs,2007-01-03,"1,539",90,8291,24,0,70,99%,0%,1629,0.0
2CZTH,namd****,바람,2009-06-16,"11,000",913,44862,155,1,465,84%,1%,11913,1.0
2o34D,semi****,semi38317,2021-10-10,165,13,12208,0,0,0,0%,0%,178,0.0
